6206,706,1044,1170,1023,61308
6207,707,1043,1171,1425,9915
6208,708,1042,1172,1913,69706
6209,709,1041,1173,1574,95295
6210,710,1040,1174,1719,67639
6211,711,1039,1175,1262,17074
6212,712,1038,1176,1596,13327
6213,713,1037,1177,1465,34713
6214,714,1036,1178,1447,43386
6215,715,1035,1179,1363,66426
6216,716,1034,1180,1752,96951
6217,717,1033,1181,1125,82904
6218,718,1032,1182,1890,46492
6219,719,1031,1183,1568,99012
6220,720,1030,1184,1366,98234
6221,721,1029,1185,1111,9700
6222,722,1028,1186,1180,92339
6223,723,1027,1187,1588,57681
6224,724,1026,1188,1894,71314
6225,725,1025,1189,1734,61780
6226,726,1024,1190,1127,64031
6227,727,1023,1191,1204,54419
6228,728,1022,1192,1944,10997
6229,729,1021,1193,1227,86298
6230,730,1020,1194,1514,44588
6231,731,1019,1195,1477,51035
6232,732,1018,1196,1712,33259
6233,733,1017,1197,1488,92306
6234,734,1016,1198,1288,46312
6235,735,1015,1199,1467,57020
6236,736,1014,1200,1894,36545
6237,737,1013,1201,1854,82684
6238,738,1012,1202,1571,18920
6239,739,1011,1203,1841,91346
6240,740,1010,1204,1403,75888
6241,741,1009,1205,1413,39420
6242,742,1008,1206,1563,75981
6243,743,1007,1207,1255,10866
6244,744,1006,1208,1871,5395
6245,745,1005,1209,1100,53475
6246,746,1004,1210,1377,33557
6247,747,1003,1211,1598,69531
6248,748,1002,1212,1568,19440
6249,749,1001,1213,1909,48640
